2026-04-29 12:39:34,803 | INFO | test_get_status | 20 | Starting test: test_get_status - Checking API health status.
2026-04-29 14:30:52,957 | INFO | test_modify_item_in_cart | 42 | Preparing payload with new quantity value.
2026-04-29 14:30:52,957 | INFO | test_modify_item_in_cart | 50 | Cart has items, proceeding with modification.
2026-04-29 14:30:52,957 | INFO | test_modify_item_in_cart | 52 | Making PATCH request to modify item quantity.
2026-04-29 14:30:53,403 | INFO | test_modify_item_in_cart | 56 | Asserting that modify item endpoint returned 204 No Content.
2026-04-29 14:30:53,406 | INFO | test_modify_item_in_cart | 58 | ✓ Test completed successfully: Item quantity modified.
2026-04-29 14:30:53,440 | INFO | test_replace_item_in_cart | 22 | Starting test: test_replace_item_in_cart - Replacing an item in the cart with a new product.
2026-04-29 14:30:53,441 | INFO | test_replace_item_in_cart | 24 | Reading cart ID from file.
2026-04-29 14:30:53,450 | INFO | test_replace_item_in_cart | 29 | Reading cart items from file.
2026-04-29 14:30:53,467 | INFO | test_replace_item_in_cart | 33 | Selecting random item from cart to replace.
2026-04-29 14:30:53,479 | INFO | test_replace_item_in_cart | 36 | Extracting product IDs of items currently in the cart.
2026-04-29 14:30:53,480 | INFO | test_replace_item_in_cart | 40 | Loading product list from test data file and filtering for in-stock products.
2026-04-29 14:30:53,483 | INFO | test_replace_item_in_cart | 44 | Extracting product IDs of in-stock products.
2026-04-29 14:30:53,486 | INFO | test_replace_item_in_cart | 48 | Removing products already in the cart from the list of available products.
2026-04-29 14:30:53,488 | INFO | test_replace_item_in_cart | 54 | Selecting a random product ID from the available products to replace the item in the cart.
2026-04-29 14:30:53,499 | INFO | test_replace_item_in_cart | 58 | Preparing payload with new product ID and random quantity.
2026-04-29 14:30:53,500 | INFO | test_replace_item_in_cart | 62 | Checking if cart has items before attempting to replace an item.
2026-04-29 14:30:53,502 | INFO | test_replace_item_in_cart | 65 | Making PUT request to replace the item in the cart.
2026-04-29 14:30:53,884 | INFO | test_replace_item_in_cart | 69 | Asserting that replace item endpoint returned 204 No Content.
2026-04-29 14:30:53,885 | INFO | test_replace_item_in_cart | 71 | ✓ Test completed successfully: Item replaced in cart.
2026-04-29 14:30:53,907 | INFO | test_register_a_new_client | 52 | Starting test: test_register_a_new_client - Registering a new API client and generating access token.
2026-04-29 14:30:53,924 | INFO | test_register_a_new_client | 58 | Generating random client credentials using Faker.
2026-04-29 14:30:53,932 | INFO | test_register_a_new_client | 66 | Making POST request to /api-clients endpoint to register new client.
2026-04-29 14:30:54,750 | INFO | test_register_a_new_client | 70 | Asserting that the /api-clients endpoint returned 201 Created.
2026-04-29 14:30:54,795 | INFO | test_register_a_new_client | 74 | Parsing response to extract access token.
2026-04-29 14:30:54,908 | INFO | test_register_a_new_client | 78 | Saving access token to file for reuse in other tests.
2026-04-29 14:30:54,917 | INFO | test_register_a_new_client | 83 | Saving client details to file for debugging and reuse.
2026-04-29 14:30:54,959 | INFO | test_register_a_new_client | 88 | Asserting that access token is present in response.
2026-04-29 14:30:54,976 | INFO | test_register_a_new_client | 90 | Asserting that access token is a dictionary.
2026-04-29 14:30:54,986 | INFO | test_register_a_new_client | 94 | Combining client details and access token into single dictionary.
2026-04-29 14:30:55,065 | INFO | test_register_a_new_client | 103 | Loading existing client details from file.
2026-04-29 14:30:55,092 | INFO | test_register_a_new_client | 118 | Appending new client to existing client details.
2026-04-29 14:30:55,116 | INFO | test_register_a_new_client | 122 | Saving updated client details to file.
2026-04-29 14:30:55,146 | INFO | test_register_a_new_client | 126 | ✓ Test completed successfully: New API client registered and access token generated.
2026-04-29 14:30:55,405 | INFO | test_create_a_new_order | 30 | Starting test: test_create_a_new_order - Creating a new order from cart.
2026-04-29 14:30:55,560 | INFO | test_create_a_new_order | 33 | Reading cart ID from file.
2026-04-29 14:30:55,592 | INFO | test_create_a_new_order | 38 | Reading access token from file.
2026-04-29 14:30:55,616 | INFO | test_create_a_new_order | 42 | Reading client details from file.
2026-04-29 14:30:55,647 | INFO | test_create_a_new_order | 48 | Preparing order payload.
2026-04-29 14:30:55,664 | INFO | test_create_a_new_order | 53 | Making POST request to create new order.
2026-04-29 14:30:56,459 | INFO | test_create_a_new_order | 60 | Asserting that create order endpoint returned 201 Created.
2026-04-29 14:30:56,459 | INFO | test_create_a_new_order | 64 | Parsing response from create order endpoint.
2026-04-29 14:30:56,470 | INFO | test_create_a_new_order | 68 | Saving order details to JSON file for debugging and reuse.
2026-04-29 14:30:56,472 | INFO | test_create_a_new_order | 72 | ✓ Test completed successfully: New order created.
2026-04-29 14:30:56,489 | INFO | test_update_an_order | 33 | Starting test: test_update_an_order - Updating an existing order.
2026-04-29 14:30:56,530 | INFO | test_update_an_order | 36 | Reading access token from file.
2026-04-29 14:30:56,534 | INFO | test_update_an_order | 41 | Reading order details from file.
2026-04-29 14:30:56,535 | INFO | test_update_an_order | 49 | Preparing update payload.
2026-04-29 14:30:56,538 | INFO | test_update_an_order | 54 | Making PATCH request to update order.
2026-04-29 14:30:57,412 | INFO | test_update_an_order | 61 | Asserting that update order endpoint returned 204 No Content.
2026-04-29 14:30:57,413 | INFO | test_update_an_order | 63 | ✓ Test completed successfully: Order updated.
2026-04-29 14:30:57,420 | INFO | test_get_all_orders | 24 | Starting test: test_get_all_orders - Retrieving all orders for authenticated client.
2026-04-29 14:30:57,421 | INFO | test_get_all_orders | 27 | Reading access token from file.
2026-04-29 14:30:57,424 | INFO | test_get_all_orders | 32 | Making GET request to retrieve all orders.
2026-04-29 14:30:58,193 | INFO | test_get_all_orders | 36 | Asserting that get all orders endpoint returned 200 OK.
2026-04-29 14:30:58,193 | INFO | test_get_all_orders | 40 | Parsing response from get all orders endpoint.
2026-04-29 14:30:58,208 | INFO | test_get_all_orders | 45 | Saving all orders to JSON file for debugging and reuse.
2026-04-29 14:30:58,208 | INFO | test_get_all_orders | 49 | ✓ Test completed successfully: All orders retrieved.
2026-04-29 14:35:16,655 | INFO | test_get_status | 20 | Starting test: test_get_status - Checking API health status.
2026-04-29 14:35:16,660 | INFO | test_get_status | 22 | Making GET request to /status endpoint.
2026-04-29 14:35:18,576 | INFO | test_get_status | 25 | Parsing response from /status endpoint.
2026-04-29 14:35:18,587 | INFO | test_get_status | 29 | Asserting that the /status endpoint returned 200 OK.
2026-04-29 14:35:18,588 | INFO | test_get_status | 32 | Asserting that the API status is UP.
2026-04-29 14:35:18,589 | INFO | test_get_status | 35 | Asserting that the response status code is 200.
2026-04-29 14:35:18,590 | INFO | test_get_status | 39 | Saving API status response to a JSON file for debugging.
2026-04-29 14:35:18,593 | INFO | test_get_status | 43 | ✓ Test completed successfully: API status is UP.
2026-04-29 14:35:18,604 | INFO | test_create_new_cart | 20 | Starting test: test_create_new_cart - Creating a new shopping cart.
2026-04-29 14:35:18,607 | INFO | test_create_new_cart | 23 | Making POST request to /carts endpoint to create new cart.
2026-04-29 14:35:18,998 | INFO | test_create_new_cart | 27 | Parsing response from /carts endpoint.
2026-04-29 14:35:19,008 | INFO | test_create_new_cart | 31 | Asserting that the /carts endpoint returned 201 Created.
2026-04-29 14:35:19,008 | INFO | test_create_new_cart | 35 | Asserting that response is a JSON object.
2026-04-29 14:35:19,009 | INFO | test_create_new_cart | 39 | Asserting that response contains required cart fields.
2026-04-29 14:35:19,010 | INFO | test_create_new_cart | 44 | Performing type checks on cart fields.
2026-04-29 14:35:19,011 | INFO | test_create_new_cart | 49 | Asserting that cart was successfully created.
2026-04-29 14:35:19,016 | INFO | test_create_new_cart | 53 | Saving cart details to JSON file for debugging and reuse.
2026-04-29 14:35:19,018 | INFO | test_create_new_cart | 58 | Saving cartId to text file for quick access by other tests.
2026-04-29 14:35:19,020 | INFO | test_create_new_cart | 62 | ✓ Test completed successfully: New shopping cart created.
2026-04-29 14:35:19,035 | INFO | test_add_item_to_cart | 21 | Starting test: test_add_item_to_cart - Adding an item to the shopping cart.
2026-04-29 14:35:19,039 | INFO | test_add_item_to_cart | 24 | Loading product list from test data file.
2026-04-29 14:35:19,042 | INFO | test_add_item_to_cart | 29 | Asserting that product list is not empty.
2026-04-29 14:35:19,042 | INFO | test_add_item_to_cart | 33 | Selecting random product from available products.
2026-04-29 14:35:19,042 | INFO | test_add_item_to_cart | 38 | Preparing payload with selected product ID.
2026-04-29 14:35:19,042 | INFO | test_add_item_to_cart | 44 | Reading cart ID from file.
2026-04-29 14:35:19,042 | INFO | test_add_item_to_cart | 49 | Asserting that cart ID is present.
2026-04-29 14:35:19,042 | INFO | test_add_item_to_cart | 54 | Making POST request to add item to cart.
2026-04-29 14:35:19,527 | INFO | test_add_item_to_cart | 58 | Parsing response from add item to cart endpoint.
2026-04-29 14:35:19,543 | INFO | test_add_item_to_cart | 62 | Asserting that add item endpoint returned 201 Created.
2026-04-29 14:35:19,587 | INFO | test_get_cart_items | 21 | Starting test: test_get_cart_items - Retrieving all items from the shopping cart.
2026-04-29 14:35:19,597 | INFO | test_get_cart_items | 24 | Reading cart ID from file.
2026-04-29 14:35:19,598 | INFO | test_get_cart_items | 30 | Making GET request to retrieve cart items.
2026-04-29 14:35:19,942 | INFO | test_get_cart_items | 34 | Asserting that get cart items endpoint returned 200 OK.
2026-04-29 14:35:19,942 | INFO | test_get_cart_items | 38 | Parsing response from get cart items endpoint.
2026-04-29 14:35:19,961 | INFO | test_get_cart_items | 42 | Asserting that response is a list of items.
2026-04-29 14:35:19,965 | INFO | test_get_cart_items | 62 | Cart is empty, skipping item structure validation.
2026-04-29 14:35:19,965 | INFO | test_get_cart_items | 65 | Saving cart items to JSON file for debugging and reuse.
2026-04-29 14:35:19,975 | INFO | test_get_cart_items | 69 | ✓ Test completed successfully: Cart items retrieved.
2026-04-29 14:35:19,986 | INFO | test_modify_item_in_cart | 22 | Starting test: test_modify_item_in_cart - Modifying quantity of an item in the cart.
2026-04-29 14:35:19,988 | INFO | test_modify_item_in_cart | 25 | Reading cart ID from file.
2026-04-29 14:35:19,990 | INFO | test_modify_item_in_cart | 31 | Reading cart items from file.
2026-04-29 14:35:19,993 | INFO | test_modify_item_in_cart | 37 | Selecting random item from cart to modify.
2026-04-29 14:35:20,073 | INFO | test_replace_item_in_cart | 22 | Starting test: test_replace_item_in_cart - Replacing an item in the cart with a new product.
2026-04-29 14:35:20,089 | INFO | test_replace_item_in_cart | 24 | Reading cart ID from file.
2026-04-29 14:35:20,089 | INFO | test_replace_item_in_cart | 29 | Reading cart items from file.
2026-04-29 14:35:20,089 | INFO | test_replace_item_in_cart | 33 | Selecting random item from cart to replace.
2026-04-29 14:35:20,498 | INFO | test_register_a_new_client | 52 | Starting test: test_register_a_new_client - Registering a new API client and generating access token.
2026-04-29 14:35:20,546 | INFO | test_register_a_new_client | 58 | Generating random client credentials using Faker.
2026-04-29 14:35:20,554 | INFO | test_register_a_new_client | 66 | Making POST request to /api-clients endpoint to register new client.
2026-04-29 14:35:20,994 | INFO | test_register_a_new_client | 70 | Asserting that the /api-clients endpoint returned 201 Created.
2026-04-29 14:35:20,994 | INFO | test_register_a_new_client | 74 | Parsing response to extract access token.
2026-04-29 14:35:21,013 | INFO | test_register_a_new_client | 78 | Saving access token to file for reuse in other tests.
2026-04-29 14:35:21,017 | INFO | test_register_a_new_client | 83 | Saving client details to file for debugging and reuse.
2026-04-29 14:35:21,019 | INFO | test_register_a_new_client | 88 | Asserting that access token is present in response.
2026-04-29 14:35:21,021 | INFO | test_register_a_new_client | 90 | Asserting that access token is a dictionary.
2026-04-29 14:35:21,023 | INFO | test_register_a_new_client | 94 | Combining client details and access token into single dictionary.
2026-04-29 14:35:21,024 | INFO | test_register_a_new_client | 103 | Loading existing client details from file.
2026-04-29 14:35:21,027 | INFO | test_register_a_new_client | 118 | Appending new client to existing client details.
2026-04-29 14:35:21,028 | INFO | test_register_a_new_client | 122 | Saving updated client details to file.
2026-04-29 14:35:21,031 | INFO | test_register_a_new_client | 126 | ✓ Test completed successfully: New API client registered and access token generated.
2026-04-29 14:35:21,043 | INFO | test_create_a_new_order | 30 | Starting test: test_create_a_new_order - Creating a new order from cart.
2026-04-29 14:35:21,046 | INFO | test_create_a_new_order | 33 | Reading cart ID from file.
2026-04-29 14:35:21,049 | INFO | test_create_a_new_order | 38 | Reading access token from file.
2026-04-29 14:35:21,050 | INFO | test_create_a_new_order | 42 | Reading client details from file.
2026-04-29 14:35:21,051 | INFO | test_create_a_new_order | 48 | Preparing order payload.
2026-04-29 14:35:21,053 | INFO | test_create_a_new_order | 53 | Making POST request to create new order.
2026-04-29 14:35:21,858 | INFO | test_create_a_new_order | 60 | Asserting that create order endpoint returned 201 Created.
2026-04-29 14:35:21,918 | INFO | test_update_an_order | 33 | Starting test: test_update_an_order - Updating an existing order.
2026-04-29 14:35:21,937 | INFO | test_update_an_order | 36 | Reading access token from file.
2026-04-29 14:35:21,947 | INFO | test_update_an_order | 41 | Reading order details from file.
2026-04-29 14:35:21,949 | INFO | test_update_an_order | 49 | Preparing update payload.
2026-04-29 14:35:21,951 | INFO | test_update_an_order | 54 | Making PATCH request to update order.
2026-04-29 14:35:22,814 | INFO | test_update_an_order | 61 | Asserting that update order endpoint returned 204 No Content.
2026-04-29 14:35:22,835 | INFO | test_get_all_orders | 24 | Starting test: test_get_all_orders - Retrieving all orders for authenticated client.
2026-04-29 14:35:22,836 | INFO | test_get_all_orders | 27 | Reading access token from file.
2026-04-29 14:35:22,843 | INFO | test_get_all_orders | 32 | Making GET request to retrieve all orders.
2026-04-29 14:35:23,193 | INFO | test_get_all_orders | 36 | Asserting that get all orders endpoint returned 200 OK.
2026-04-29 14:35:23,193 | INFO | test_get_all_orders | 40 | Parsing response from get all orders endpoint.
2026-04-29 14:35:23,218 | INFO | test_get_all_orders | 45 | Saving all orders to JSON file for debugging and reuse.
2026-04-29 14:35:23,221 | INFO | test_get_all_orders | 49 | ✓ Test completed successfully: All orders retrieved.
2026-04-29 14:35:36,657 | INFO | test_get_status | 20 | Starting test: test_get_status - Checking API health status.
2026-04-29 14:35:36,659 | INFO | test_get_status | 22 | Making GET request to /status endpoint.
2026-04-29 14:35:37,490 | INFO | test_get_status | 25 | Parsing response from /status endpoint.
2026-04-29 14:35:37,518 | INFO | test_get_status | 29 | Asserting that the /status endpoint returned 200 OK.
2026-04-29 14:35:37,528 | INFO | test_get_status | 32 | Asserting that the API status is UP.
2026-04-29 14:35:37,530 | INFO | test_get_status | 35 | Asserting that the response status code is 200.
2026-04-29 14:35:37,531 | INFO | test_get_status | 39 | Saving API status response to a JSON file for debugging.
2026-04-29 14:35:37,533 | INFO | test_get_status | 43 | ✓ Test completed successfully: API status is UP.
2026-04-29 14:35:37,552 | INFO | test_create_new_cart | 20 | Starting test: test_create_new_cart - Creating a new shopping cart.
2026-04-29 14:35:37,553 | INFO | test_create_new_cart | 23 | Making POST request to /carts endpoint to create new cart.
2026-04-29 14:35:37,927 | INFO | test_create_new_cart | 27 | Parsing response from /carts endpoint.
2026-04-29 14:35:37,949 | INFO | test_create_new_cart | 31 | Asserting that the /carts endpoint returned 201 Created.
2026-04-29 14:35:37,949 | INFO | test_create_new_cart | 35 | Asserting that response is a JSON object.
2026-04-29 14:35:37,950 | INFO | test_create_new_cart | 39 | Asserting that response contains required cart fields.
2026-04-29 14:35:37,950 | INFO | test_create_new_cart | 44 | Performing type checks on cart fields.
2026-04-29 14:35:37,951 | INFO | test_create_new_cart | 49 | Asserting that cart was successfully created.
2026-04-29 14:35:37,952 | INFO | test_create_new_cart | 53 | Saving cart details to JSON file for debugging and reuse.
2026-04-29 14:35:37,954 | INFO | test_create_new_cart | 58 | Saving cartId to text file for quick access by other tests.
2026-04-29 14:35:37,955 | INFO | test_create_new_cart | 62 | ✓ Test completed successfully: New shopping cart created.
2026-04-29 14:35:37,976 | INFO | test_add_item_to_cart | 21 | Starting test: test_add_item_to_cart - Adding an item to the shopping cart.
2026-04-29 14:35:37,979 | INFO | test_add_item_to_cart | 24 | Loading product list from test data file.
2026-04-29 14:35:37,981 | INFO | test_add_item_to_cart | 29 | Asserting that product list is not empty.
2026-04-29 14:35:37,983 | INFO | test_add_item_to_cart | 33 | Selecting random product from available products.
2026-04-29 14:35:37,983 | INFO | test_add_item_to_cart | 38 | Preparing payload with selected product ID.
2026-04-29 14:35:37,984 | INFO | test_add_item_to_cart | 44 | Reading cart ID from file.
2026-04-29 14:35:37,986 | INFO | test_add_item_to_cart | 49 | Asserting that cart ID is present.
2026-04-29 14:35:37,986 | INFO | test_add_item_to_cart | 54 | Making POST request to add item to cart.
2026-04-29 14:35:38,358 | INFO | test_add_item_to_cart | 58 | Parsing response from add item to cart endpoint.
2026-04-29 14:35:38,370 | INFO | test_add_item_to_cart | 62 | Asserting that add item endpoint returned 201 Created.
2026-04-29 14:35:38,377 | INFO | test_add_item_to_cart | 66 | Asserting that response contains required fields.
2026-04-29 14:35:38,386 | INFO | test_add_item_to_cart | 71 | Asserting that response is a JSON object.
2026-04-29 14:35:38,401 | INFO | test_add_item_to_cart | 75 | Performing type checks on response fields.
2026-04-29 14:35:38,403 | INFO | test_add_item_to_cart | 81 | Saving added item details to JSON file for debugging and reuse.
2026-04-29 14:35:38,413 | INFO | test_add_item_to_cart | 85 | ✓ Test completed successfully: Item added to cart.
2026-04-29 14:35:38,465 | INFO | test_get_cart_items | 21 | Starting test: test_get_cart_items - Retrieving all items from the shopping cart.
2026-04-29 14:35:38,531 | INFO | test_get_cart_items | 24 | Reading cart ID from file.
2026-04-29 14:35:38,535 | INFO | test_get_cart_items | 30 | Making GET request to retrieve cart items.
2026-04-29 14:35:39,356 | INFO | test_get_cart_items | 34 | Asserting that get cart items endpoint returned 200 OK.
2026-04-29 14:35:39,407 | INFO | test_get_cart_items | 38 | Parsing response from get cart items endpoint.
2026-04-29 14:35:39,443 | INFO | test_get_cart_items | 42 | Asserting that response is a list of items.
2026-04-29 14:35:39,456 | INFO | test_get_cart_items | 48 | Cart contains items, validating item structure.
2026-04-29 14:35:39,456 | INFO | test_get_cart_items | 53 | Asserting that items contain required fields.
2026-04-29 14:35:39,456 | INFO | test_get_cart_items | 58 | Performing type checks on item fields.
2026-04-29 14:35:39,456 | INFO | test_get_cart_items | 65 | Saving cart items to JSON file for debugging and reuse.
2026-04-29 14:35:39,456 | INFO | test_get_cart_items | 69 | ✓ Test completed successfully: Cart items retrieved.
2026-04-29 14:35:39,507 | INFO | test_modify_item_in_cart | 22 | Starting test: test_modify_item_in_cart - Modifying quantity of an item in the cart.
2026-04-29 14:35:39,520 | INFO | test_modify_item_in_cart | 25 | Reading cart ID from file.
2026-04-29 14:35:39,521 | INFO | test_modify_item_in_cart | 31 | Reading cart items from file.
2026-04-29 14:35:39,529 | INFO | test_modify_item_in_cart | 37 | Selecting random item from cart to modify.
2026-04-29 14:35:39,529 | INFO | test_modify_item_in_cart | 42 | Preparing payload with new quantity value.
2026-04-29 14:35:39,542 | INFO | test_modify_item_in_cart | 50 | Cart has items, proceeding with modification.
2026-04-29 14:35:39,548 | INFO | test_modify_item_in_cart | 52 | Making PATCH request to modify item quantity.
2026-04-29 14:35:39,963 | INFO | test_modify_item_in_cart | 56 | Asserting that modify item endpoint returned 204 No Content.
2026-04-29 14:35:39,994 | INFO | test_replace_item_in_cart | 22 | Starting test: test_replace_item_in_cart - Replacing an item in the cart with a new product.
2026-04-29 14:35:39,995 | INFO | test_replace_item_in_cart | 24 | Reading cart ID from file.
2026-04-29 14:35:39,999 | INFO | test_replace_item_in_cart | 29 | Reading cart items from file.
2026-04-29 14:35:40,001 | INFO | test_replace_item_in_cart | 33 | Selecting random item from cart to replace.
2026-04-29 14:35:40,002 | INFO | test_replace_item_in_cart | 36 | Extracting product IDs of items currently in the cart.
2026-04-29 14:35:40,003 | INFO | test_replace_item_in_cart | 40 | Loading product list from test data file and filtering for in-stock products.
2026-04-29 14:35:40,005 | INFO | test_replace_item_in_cart | 44 | Extracting product IDs of in-stock products.
2026-04-29 14:35:40,013 | INFO | test_replace_item_in_cart | 48 | Removing products already in the cart from the list of available products.
2026-04-29 14:35:40,014 | INFO | test_replace_item_in_cart | 54 | Selecting a random product ID from the available products to replace the item in the cart.
2026-04-29 14:35:40,016 | INFO | test_replace_item_in_cart | 58 | Preparing payload with new product ID and random quantity.
2026-04-29 14:35:40,017 | INFO | test_replace_item_in_cart | 62 | Checking if cart has items before attempting to replace an item.
2026-04-29 14:35:40,017 | INFO | test_replace_item_in_cart | 65 | Making PUT request to replace the item in the cart.
2026-04-29 14:35:40,828 | INFO | test_replace_item_in_cart | 69 | Asserting that replace item endpoint returned 204 No Content.
2026-04-29 14:35:40,848 | INFO | test_replace_item_in_cart | 71 | ✓ Test completed successfully: Item replaced in cart.
2026-04-29 14:35:40,952 | INFO | test_register_a_new_client | 52 | Starting test: test_register_a_new_client - Registering a new API client and generating access token.
2026-04-29 14:35:41,317 | INFO | test_register_a_new_client | 58 | Generating random client credentials using Faker.
2026-04-29 14:35:41,332 | INFO | test_register_a_new_client | 66 | Making POST request to /api-clients endpoint to register new client.
2026-04-29 14:35:42,216 | INFO | test_register_a_new_client | 70 | Asserting that the /api-clients endpoint returned 201 Created.
2026-04-29 14:35:42,225 | INFO | test_register_a_new_client | 74 | Parsing response to extract access token.
2026-04-29 14:35:42,235 | INFO | test_register_a_new_client | 78 | Saving access token to file for reuse in other tests.
2026-04-29 14:35:42,251 | INFO | test_register_a_new_client | 83 | Saving client details to file for debugging and reuse.
2026-04-29 14:35:42,262 | INFO | test_register_a_new_client | 88 | Asserting that access token is present in response.
2026-04-29 14:35:42,274 | INFO | test_register_a_new_client | 90 | Asserting that access token is a dictionary.
2026-04-29 14:35:42,293 | INFO | test_register_a_new_client | 94 | Combining client details and access token into single dictionary.
2026-04-29 14:35:42,310 | INFO | test_register_a_new_client | 103 | Loading existing client details from file.
2026-04-29 14:35:42,313 | INFO | test_register_a_new_client | 118 | Appending new client to existing client details.
2026-04-29 14:35:42,315 | INFO | test_register_a_new_client | 122 | Saving updated client details to file.
2026-04-29 14:35:42,329 | INFO | test_register_a_new_client | 126 | ✓ Test completed successfully: New API client registered and access token generated.
2026-04-29 14:35:42,394 | INFO | test_create_a_new_order | 30 | Starting test: test_create_a_new_order - Creating a new order from cart.
2026-04-29 14:35:42,417 | INFO | test_create_a_new_order | 33 | Reading cart ID from file.
2026-04-29 14:35:42,432 | INFO | test_create_a_new_order | 38 | Reading access token from file.
2026-04-29 14:35:42,449 | INFO | test_create_a_new_order | 42 | Reading client details from file.
2026-04-29 14:35:42,461 | INFO | test_create_a_new_order | 48 | Preparing order payload.
2026-04-29 14:35:42,466 | INFO | test_create_a_new_order | 53 | Making POST request to create new order.
2026-04-29 14:35:42,921 | INFO | test_create_a_new_order | 60 | Asserting that create order endpoint returned 201 Created.
2026-04-29 14:35:42,922 | INFO | test_create_a_new_order | 64 | Parsing response from create order endpoint.
2026-04-29 14:35:42,970 | INFO | test_create_a_new_order | 68 | Saving order details to JSON file for debugging and reuse.
2026-04-29 14:35:42,974 | INFO | test_create_a_new_order | 72 | ✓ Test completed successfully: New order created.
2026-04-29 14:35:42,983 | INFO | test_update_an_order | 33 | Starting test: test_update_an_order - Updating an existing order.
2026-04-29 14:35:43,017 | INFO | test_update_an_order | 36 | Reading access token from file.
2026-04-29 14:35:43,020 | INFO | test_update_an_order | 41 | Reading order details from file.
2026-04-29 14:35:43,034 | INFO | test_update_an_order | 49 | Preparing update payload.
2026-04-29 14:35:43,042 | INFO | test_update_an_order | 54 | Making PATCH request to update order.
2026-04-29 14:35:43,441 | INFO | test_update_an_order | 61 | Asserting that update order endpoint returned 204 No Content.
2026-04-29 14:35:43,441 | INFO | test_update_an_order | 63 | ✓ Test completed successfully: Order updated.
2026-04-29 14:35:43,446 | INFO | test_get_all_orders | 24 | Starting test: test_get_all_orders - Retrieving all orders for authenticated client.
2026-04-29 14:35:43,448 | INFO | test_get_all_orders | 27 | Reading access token from file.
2026-04-29 14:35:43,450 | INFO | test_get_all_orders | 32 | Making GET request to retrieve all orders.
2026-04-29 14:35:43,799 | INFO | test_get_all_orders | 36 | Asserting that get all orders endpoint returned 200 OK.
2026-04-29 14:35:43,800 | INFO | test_get_all_orders | 40 | Parsing response from get all orders endpoint.
2026-04-29 14:35:43,811 | INFO | test_get_all_orders | 45 | Saving all orders to JSON file for debugging and reuse.
2026-04-29 14:35:43,815 | INFO | test_get_all_orders | 49 | ✓ Test completed successfully: All orders retrieved.
2026-04-29 14:42:00,481 | INFO | test_get_status | 20 | Starting test: test_get_status - Checking API health status.
2026-04-29 14:42:00,483 | INFO | test_get_status | 22 | Making GET request to /status endpoint.
2026-04-29 14:42:01,442 | INFO | test_get_status | 25 | Parsing response from /status endpoint.
2026-04-29 14:42:01,442 | INFO | test_get_status | 29 | Asserting that the /status endpoint returned 200 OK.
2026-04-29 14:42:01,442 | INFO | test_get_status | 32 | Asserting that the API status is UP.
2026-04-29 14:42:01,442 | INFO | test_get_status | 35 | Asserting that the response status code is 200.
2026-04-29 14:42:01,442 | INFO | test_get_status | 39 | Saving API status response to a JSON file for debugging.
2026-04-29 14:42:01,460 | INFO | test_get_status | 43 | ✓ Test completed successfully: API status is UP.
2026-04-29 14:42:01,472 | INFO | test_create_new_cart | 20 | Starting test: test_create_new_cart - Creating a new shopping cart.
2026-04-29 14:42:01,475 | INFO | test_create_new_cart | 23 | Making POST request to /carts endpoint to create new cart.
2026-04-29 14:42:01,785 | INFO | test_create_new_cart | 27 | Parsing response from /carts endpoint.
2026-04-29 14:42:01,803 | INFO | test_create_new_cart | 31 | Asserting that the /carts endpoint returned 201 Created.
2026-04-29 14:42:01,813 | INFO | test_create_new_cart | 35 | Asserting that response is a JSON object.
2026-04-29 14:42:01,823 | INFO | test_create_new_cart | 39 | Asserting that response contains required cart fields.
2026-04-29 14:42:01,824 | INFO | test_create_new_cart | 44 | Performing type checks on cart fields.
2026-04-29 14:42:01,825 | INFO | test_create_new_cart | 49 | Asserting that cart was successfully created.
2026-04-29 14:42:01,825 | INFO | test_create_new_cart | 53 | Saving cart details to JSON file for debugging and reuse.
2026-04-29 14:42:01,827 | INFO | test_create_new_cart | 58 | Saving cartId to text file for quick access by other tests.
2026-04-29 14:42:01,831 | INFO | test_create_new_cart | 62 | ✓ Test completed successfully: New shopping cart created.
2026-04-29 14:42:01,844 | INFO | test_add_item_to_cart | 21 | Starting test: test_add_item_to_cart - Adding an item to the shopping cart.
2026-04-29 14:42:01,853 | INFO | test_add_item_to_cart | 24 | Loading product list from test data file.
2026-04-29 14:42:01,857 | INFO | test_add_item_to_cart | 29 | Asserting that product list is not empty.
2026-04-29 14:42:01,858 | INFO | test_add_item_to_cart | 33 | Selecting random product from available products.
2026-04-29 14:42:01,859 | INFO | test_add_item_to_cart | 38 | Preparing payload with selected product ID.
2026-04-29 14:42:01,861 | INFO | test_add_item_to_cart | 44 | Reading cart ID from file.
2026-04-29 14:42:01,862 | INFO | test_add_item_to_cart | 49 | Asserting that cart ID is present.
2026-04-29 14:42:01,863 | INFO | test_add_item_to_cart | 54 | Making POST request to add item to cart.
2026-04-29 14:42:02,201 | INFO | test_add_item_to_cart | 58 | Parsing response from add item to cart endpoint.
2026-04-29 14:42:02,201 | INFO | test_add_item_to_cart | 62 | Asserting that add item endpoint returned 201 Created.
2026-04-29 14:42:02,201 | INFO | test_add_item_to_cart | 66 | Asserting that response contains required fields.
2026-04-29 14:42:02,217 | INFO | test_add_item_to_cart | 71 | Asserting that response is a JSON object.
2026-04-29 14:42:02,219 | INFO | test_add_item_to_cart | 75 | Performing type checks on response fields.
2026-04-29 14:42:02,220 | INFO | test_add_item_to_cart | 81 | Saving added item details to JSON file for debugging and reuse.
2026-04-29 14:42:02,223 | INFO | test_add_item_to_cart | 85 | ✓ Test completed successfully: Item added to cart.
